"start_date","end_date","id","title","url","reasons","status","risk_level","establishment_id","establishment_slug","establishment_name","establishment_address","establishment_telephone","establishment_grant_date","establishment_activities","quantity_recovered","quantity_unit","states"
"2014-06-19","2016-06-14","037-2014","Michigan Firm Recalls Bacon Product Due To Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/michigan-firm-recalls-bacon-product-due-misbranding-and-undeclared-allergen","Misbranding, Unreported Allergens","Closed","Low","M10002+P10002+V10002","dearborn-sausage-company-inc","Dearborn Sausage Company Inc","2471 Wyoming  Avenue   Dearborn, MI 48120","(313) 842-2375","2007-03-14","Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat","0","pounds",""
"2014-06-21","2016-06-08","038-2014","California Firm Recalls Pork Mini Buns Products Due to Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-pork-mini-buns-products-due-misbranding-and-undeclared","Misbranding, Unreported Allergens","Closed","High","M9034+P9034","wei-chuan-usa-inc","Wei-Chuan USA, Inc.","6655 S. Garfield Avenue   Bell Gardens, CA 90201","(562) 372-2020","2010-03-17","Meat Processing, Poultry Processing","299","pounds","California"
"2014-06-25","2016-06-08","040-2014","Recall Notification Report 040-2014 (Pork Products)","https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-040-2014-pork-products","Misbranding","Closed","Low","M1425","rudolph-foods-company","Rudolph Foods Company","1050 Progress Circle   Lawrenceville, GA 30043","(770) 339-6952","2000-05-19","Meat Processing","34","pounds","Alabama, Florida, Georgia, Louisiana, Maryland, Mississippi"
"2014-06-25","2016-07-05","039-2014","Iowa Firm Recalls Sausage Products Containing Soy and Wheat Due to Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/iowa-firm-recalls-sausage-products-containing-soy-and-wheat-due-misbranding-and","Misbranding, Unreported Allergens","Closed","Low","M15708+P15708","k-w-sausage","K & W Sausage","335 Wema Ave   Evansdale, IA 50707","(319) 233-4714","2015-08-26","Meat Processing, Poultry Processing, Voluntary Processing - Meat","315","pounds","Iowa"
"2014-06-26","2016-06-08","041-2014","Nevada Firm Recalls Raw Pork Nugget Products Containing Wheat Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/nevada-firm-recalls-raw-pork-nugget-products-containing-wheat-due-misbranding-and","Misbranding, Unreported Allergens","Closed","Low","M20783+P20783","mr-wok-foods-inc-dba-maxfield-foods","Mr Wok Foods Inc. dba Maxfield Foods","3695 E Post Road   Las Vegas, NV 89120","(702) 740-5824","2021-06-29","Meat Processing, Poultry Processing","20","pounds","Nevada"
"2014-06-27","2014-08-18","042-2014","Pennsylvania Firm Recalls Deli Ham Product Due To Possible Foreign Matter Contamination","https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-recalls-deli-ham-product-due-possible-foreign-matter-contamination","Product Contamination","Closed","Low","","","","","","","","3126","pounds","Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Virginia"
"2014-07-03","2017-04-13","043-2014","Texas Firm Recalls Beef Products Due to Possible Foreign Matter Contamination","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-beef-products-due-possible-foreign-matter-contamination","Product Contamination","Closed","High","M7231+P7231","heb-meat-plant","HEB Meat Plant","4710 N. Pan Am Expressway   San Antonio, TX 78218","(210) 938-4646","2020-09-01","Meat Processing, Poultry Processing","10700","pounds","Texas"
"2014-07-04","2016-06-08","045-2014","Nevada Firm Recalls Chicken Products That Were Produced Without Fully Implementing a Ready-To-Eat HACCP Plan","https://www.fsis.usda.gov/recalls-alerts/nevada-firm-recalls-chicken-products-were-produced-without-fully-implementing-ready","Processing Defect","Closed","High","M46002+P46002","kanani-foods-inc-2","Kanani Foods Inc. 2","3275 Pinks Place   Las Vegas, NV 89102","(702) 672-1979","2015-07-21","Meat Processing, Poultry Processing","5","pounds","Nevada"
"2014-07-12","2016-06-08","044-2014","California Firm Recalls Chicken Products Due to Possible Salmonella Heidelberg Contamination","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-chicken-products-due-possible-salmonella-heidelberg","Product Contamination","Closed","High","","","","","","","","101302","pounds","Alaska, Arizona, California, Hawaii, Idaho, Kansas, Nevada, Oklahoma, Oregon, Utah, Washington"
"2014-07-18","2016-06-08","046-2014","North Carolina Firm Recalls Grilled Chicken Product Due to Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/north-carolina-firm-recalls-grilled-chicken-product-due-misbranding-and-undeclared","Misbranding, Unreported Allergens","Closed","High","","","","","","","","0","pounds","Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Tennessee, Virginia, District of Columbia"
"2014-07-22","2016-06-24","047-2014","Wisconsin Firm Recalls Sausage Product Due To Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/wisconsin-firm-recalls-sausage-product-due-misbranding-and-undeclared-allergen","Misbranding, Unreported Allergens","Closed","Low","","","","","","","","23260","pounds",""
"2014-07-24","2017-04-14","048-2014","Texas Firm Recalls Ready-To-Eat Products for Possible Listeria Contamination","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-ready-eat-products-possible-listeria-contamination","Product Contamination","Closed","High","M31680+P31680","great-american-marketing-co","Great American Marketing Co.","1224 N. Post Oak Road, Suite 160B   Houston, TX 77055","(713) 682-6471","2019-07-15","Meat Processing, Poultry Processing","272","pounds","Texas"
"2014-07-25","","pha-072514","FSIS Issues Public Health Alert for Processed Breaded Chicken Products Produced Without the Benefit of Inspection","https://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-processed-breaded-chicken-products-produced-without","Unfit for Human Consumption","Active","","","","","","","","","","","Missouri"
"2014-07-26","2015-03-24","049-2014","Massachusetts Firm Recalls Raw Boneless Turkey Breasts Due To Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/massachusetts-firm-recalls-raw-boneless-turkey-breasts-due-misbranding-and","Misbranding, Unreported Allergens","Closed","High","P5933","puritan-foods-co-inc","Puritan Foods Co., Inc.","17 Foodmart Road   Boston, MA 2118","(617) 269-5650","2017-02-21","Poultry Processing","39","pounds",""
"2014-08-06","2015-03-23","050-2014","New York Firm Recalls Sausage Product Due To Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-sausage-product-due-misbranding-and-undeclared-allergen","Misbranding, Unreported Allergens","Closed","High","","","","","","","","64785","pounds",""
"2014-08-09","2015-03-24","051-2014","Recall Notification Report 051-2014","https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-051-2014","Processing Defect","Closed","Low","","","","","","","","2703","pounds",""
"2014-08-12","2014-09-23","052-2014","Georgia Firm Recalls Chicken Nugget Product Due To Possible Foreign Matter Contamination","https://www.fsis.usda.gov/recalls-alerts/georgia-firm-recalls-chicken-nugget-product-due-possible-foreign-matter","Product Contamination","Closed","Low","M2617+P2617","perdue-foods-llc-18","Perdue Foods LLC","1155 Candler Rd.   Gainesville, GA 30507","(770) 535-9252","2017-12-11","Meat Processing, Poultry Processing","1093","pounds",""
"2014-08-15","2017-04-26","053-2014","Massachusetts Firm Recalls Ground Beef Products Due To Possible E. Coli O157:H7 Contamination","https://www.fsis.usda.gov/recalls-alerts/massachusetts-firm-recalls-ground-beef-products-due-possible-e.-coli-o157h7","Product Contamination","Closed","High","","","","","","","","0","pounds","Massachusetts"
"2014-08-21","2016-06-30","054-2014","California Firm Recalls Chicken Caesar Salad Kits For Possible Listeria Contamination","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-chicken-caesar-salad-kits-possible-listeria-contamination","Product Contamination","Closed","High","","","","","","","","4195","pounds",""
"2014-08-27","2015-10-28","055-2014","New Jersey Firm Recalls Breaded Chicken Product For Possible Listeria Contamination","https://www.fsis.usda.gov/recalls-alerts/new-jersey-firm-recalls-breaded-chicken-product-possible-listeria-contamination","Product Contamination","Closed","High","","","","","","","","2088","pounds","New Jersey"
"2014-09-06","2014-10-10","056-2014","Maryland Firm Recalls Fresh, Raw Chicken Products Due To Possible Processing Flaw","https://www.fsis.usda.gov/recalls-alerts/maryland-firm-recalls-fresh-raw-chicken-products-due-possible-processing-flaw","Processing Defect","Closed","Low","P764","perdue-foods-llc-11","Perdue Foods, LLC","521 Willow St.   Salisbury, MD 21801","(410) 543-3681","2018-08-07","Poultry Processing, Poultry Slaughter","0","pounds","Connecticut, New Jersey, New York, Pennsylvania"
"2014-09-12","2016-06-30","057-2014","Washington Firm Recalls Pork Sausage Product Due To Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/washington-firm-recalls-pork-sausage-product-due-misbranding-and-undeclared-allergen","Misbranding, Unreported Allergens","Closed","High","M6267+P6267","interbay-food-company","Interbay Food Company","19210  144th N. E.   Woodinville, WA 98072","(425) 485-6292","2009-06-11","Meat Processing, Poultry Processing","4818","pounds","Washington"
"2014-09-12","2017-06-09","058-2014","New Mexico Firm Recalls Beef Jerky Products Produced Without the Benefit of Inspection and Misbranded With Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/new-mexico-firm-recalls-beef-jerky-products-produced-without-benefit-inspection-and","Misbranding, Unreported Allergens","Closed","High","","","","","","","","0","pounds",""
"2014-09-23","2014-11-12","059-2014","Indiana Firm Recalls Uncured Beef Corn Dogs Due To Possible Temperature Abuse","https://www.fsis.usda.gov/recalls-alerts/indiana-firm-recalls-uncured-beef-corn-dogs-due-possible-temperature-abuse","Processing Defect","Closed","High","M2512+P2512","monogram-frozen-foods","Monogram Frozen Foods","605 Kesco Dr.   Bristol, IN 46507","(574) 848-0344","2012-10-12","Meat Processing, Poultry Processing","176","pounds","Colorado, Montana, New Mexico, South Dakota, Utah, Wyoming"
"2014-09-25","2017-04-26","061-2014","Texas Firm Recalls Beef Products Due To Possible E. Coli O157:H7","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-beef-products-due-possible-e.-coli-o157h7","Product Contamination","Closed","High","M675","caviness-beef-packers-ltd","Caviness Beef Packers, Ltd.","3255 U.S. Highway 60   Hereford, TX 79045","(806) 357-2339","2005-07-15","Meat Processing, Meat Slaughter","480","pounds","Texas"
"2014-09-25","2017-04-27","060-2014","Louisiana Firm Recalls Frozen Chicken Breast Strips For Possible Listeria Monocytogenes Contamination","https://www.fsis.usda.gov/recalls-alerts/louisiana-firm-recalls-frozen-chicken-breast-strips-possible-listeria-monocytogenes","Product Contamination","Closed","High","M33901+P33901","foster-farms-6","Foster Farms","6648 HWY 15 North   Farmerville, LA 71241","(318) 368-4200","2019-06-12","Meat Processing, Poultry Processing","13553","pounds","California, Texas, Utah, Washington"
"2014-09-27","2015-10-27","062-2014","New Mexico Firm Recalls Beef Jerky Products Incorrectly Produced and Shipped with the Mark of Inspection","https://www.fsis.usda.gov/recalls-alerts/new-mexico-firm-recalls-beef-jerky-products-incorrectly-produced-and-shipped-mark","Produced Without Benefit of Inspection","Closed","High","M34408+P34408","delicious-beef-jerky","Delicious Beef Jerky","6801 4th Street NW   Albuquerque, NM 87107","(505) 344-9221","2013-01-29","Meat Processing","22","pounds","New Mexico"
"2014-09-30","2017-06-13","063-2014","Recall Notification Report 063-2014 (Ground Beef Chub)","https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-063-2014-ground-beef-chub","Product Contamination","Closed","Low","","","","","","","","28070","pounds","Texas"
"2014-10-02","2015-03-24","064-2014","California Firm Recalls Pork Blood Product Produced Without Benefit of Inspection","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-pork-blood-product-produced-without-benefit-inspection","Produced Without Benefit of Inspection","Closed","High","M21799","olson-meat-plant","Olson Meat Plant","7301 Cutler Avenue   Orland, CA 95963","(530) 865-8111","2002-10-17","Meat Processing, Meat Slaughter","0","pounds","Hawaii"
"2014-10-03","2017-06-13","065-2014","New Mexico Firm Recalls Beef Jerky Products Produced Without the Benefit of Inspection","https://www.fsis.usda.gov/recalls-alerts/new-mexico-firm-recalls-beef-jerky-products-produced-without-benefit-inspection","Produced Without Benefit of Inspection","Closed","High","M34272+P34272","vigils-beef-jerky","Vigil's Beef Jerky","7625 2nd Street NW   Albuquerque, NM 87107","(505) 867-3283","2021-06-07","Meat Processing","8","pounds","New Mexico"
"2014-10-04","2017-06-09","066-2014","Texas Firm Recalls Ground Beef Product Due To Possible Foreign Matter Contamination","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-ground-beef-product-due-possible-foreign-matter-contamination","Product Contamination","Closed","Low","","","","","","","","290368","pounds","Texas"
"2014-10-06","2015-03-24","067-2014","California Firm Recalls Beef Products Due To Possible Processing Flaw","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-beef-products-due-possible-processing-flaw","Processing Defect","Closed","High","M9014+P9014","galant-food-company","Galant Food Company","735 Fremont Avenue   San Leandro, CA 94577","(510) 614-7150","2013-05-07","Meat Processing, Poultry Processing","324","pounds","California"
"2014-10-08","2016-06-30","068-2014","Minnesota Firm Recalls Meat and Poultry Products for Possible Listeria Contamination","https://www.fsis.usda.gov/recalls-alerts/minnesota-firm-recalls-meat-and-poultry-products-possible-listeria-contamination","Product Contamination","Closed","High","M4226+P4226+V4226","buddys-kitchen-inc","Buddy's Kitchen, Inc.","12105 Nicollet Ave South   Burnsville, MN 55337","(952) 894-2540","2018-08-10","AMS RTE Canada EV Program, Certification - Export, Food Inspection, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing","43740","pounds",""
"2014-10-13","2015-02-03","067-2014-EXP","California Firm Expands Recall of Beef Products Due To Possible Processing Flaw","https://www.fsis.usda.gov/recalls-alerts/california-firm-expands-recall-beef-products-due-possible-processing-flaw","Processing Defect","Closed","High","M9014+P9014","galant-food-company","Galant Food Company","735 Fremont Avenue   San Leandro, CA 94577","(510) 614-7150","2013-05-07","Meat Processing, Poultry Processing","23","pounds","California"
"2014-10-14","2014-11-14","069-2014","Pennsylvania Firm Recalls Italian Style Wedding Soup Due to Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-recalls-italian-style-wedding-soup-due-misbranding-and-undeclared","Misbranding, Unreported Allergens","Closed","High","M40211+P40211","fresh-food-manufacturing-company","Fresh Food Manufacturing Company","2500 Lovi Road   Freedom, PA 15042","(412) 963-6200","2014-07-30","Meat Processing, Poultry Processing","92","pounds","Ohio, Pennsylvania"
"2014-10-16","2015-03-24","070-2014","Massachusetts Firm Recalls Chicken Products Due to Possible Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/massachusetts-firm-recalls-chicken-products-due-possible-misbranding-and-undeclared","Misbranding, Unreported Allergens","Closed","Low","M46946+P46946","shop-packaging-llc","Shop Packaging, LLC","49 Hassey Street   New Bedford, MA 2740","(508) 736-8510","2018-08-15","Meat Processing, Poultry Processing","30580","pounds","New York"
"2014-10-17","2014-11-06","071-2014","Maryland Firm Recalls Lamb Products Produced Without Import Inspection","https://www.fsis.usda.gov/recalls-alerts/maryland-firm-recalls-lamb-products-produced-without-import-inspection","Produced Without Benefit of Inspection","Closed","High","","","","","","","","540","pounds","Oregon, Washington"
"2014-10-24","2015-03-24","073-2014","Illinois Firm Recalls Chicken Products Due to Possible Salmonella Enteritidis Contamination","https://www.fsis.usda.gov/recalls-alerts/illinois-firm-recalls-chicken-products-due-possible-salmonella-enteritidis","Product Contamination","Closed","High","","","","","","","","1234","pounds","Minnesota"
"2014-10-24","2015-06-01","072-2014","New Jersey Firm Recalls Salad with Chicken Due To Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/new-jersey-firm-recalls-salad-chicken-due-misbranding-and-undeclared-allergen","Misbranding, Unreported Allergens","Closed","Low","M34513+P34513","taylor-farms-new-jersey-inc","Taylor Farms New Jersey, Inc.","406-A Heron Drive   Swedesboro, NJ 8085","(856) 241-0097","2012-08-21","Meat Processing, Poultry Processing","0","pounds","Delaware, District of Columbia, Maryland, New Jersey, Pennsylvania, Virginia"
"2014-10-25","2016-06-23","074-2014","Pennsylvania Firm Recalls Chicken Products Due to Staphylococcal Enterotoxin Contamination","https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-recalls-chicken-products-due-staphylococcal-enterotoxin","Product Contamination","Closed","High","","","","","","","","16949","pounds",""
"2014-10-30","2017-06-13","075-2014","Texas Firm Recalls Boudin Products Due To Possible Temperature Abuse","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-boudin-products-due-possible-temperature-abuse","Processing Defect","Closed","High","","","","","","","","17581","pounds","Louisiana, Texas"
"2014-11-06","2015-03-24","076-2014","California Firm Recalls Pork Products Due To Misbranding And Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-pork-products-due-misbranding-and-undeclared-allergens","Misbranding, Unreported Allergens","Closed","High","M40119","cs-best-food-inc","CS Best Food, Inc.","14615 Parthenia Street   Panarama City, CA 91402","(213) 493-2909","2013-12-20","Meat Processing","3868","pounds","California, Washington"
"2014-11-09","2016-04-28","077-2014","Hawaii Firm Recalls Frozen Pork Products Due To Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/hawaii-firm-recalls-frozen-pork-products-due-misbranding-and-undeclared-allergen","Misbranding, Unreported Allergens","Closed","Low","M12445+P12445","kulana-foods-ltd","Kulana Foods, Ltd.","590-J W. Kawailani Street   Hilo, HI 96720","(808) 959-9144","2010-04-13","Meat Processing, Meat Slaughter","493","pounds","Hawaii"
"2014-11-14","2016-12-13","078-2014","Illinois Firm Recalls Pierogi Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/illinois-firm-recalls-pierogi-products-due-misbranding-and-undeclared-allergens","Misbranding, Unreported Allergens","Closed","High","M33985+P33985","kasias-deli-inc","Kasia's Deli, Inc.","440 N. Oakley Blvd   Chicago, IL 60612","(312) 666-2900","2008-04-21","Meat Processing, Poultry Processing","0","pounds",""
"2014-11-15","2015-05-28","079-2014","Pennsylvania Firm Recalls Pretzel Dog Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-recalls-pretzel-dog-products-due-misbranding-and-undeclared","Misbranding, Unreported Allergens","Closed","High","","","","","","","","281790","pounds",""
"2014-11-18","2015-09-30","079-2014-EXP","Pennsylvania Firm Expands Recalls Pretzel Dog Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-expands-recalls-pretzel-dog-products-due-misbranding-and","Misbranding, Unreported Allergens","Closed","High","","","","","","","","281790","pounds",""
"2014-11-19","2015-01-02","080-2014","Pennsylvania Firm Recalls Pork Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-recalls-pork-products-due-misbranding-and-undeclared-allergens","Misbranding, Unreported Allergens","Closed","Low","M9379+P9379","k-heeps-inc","K. Heeps Inc","721 North 17th Street   Allentown, PA 18104","(610) 530-8010","2012-08-22","Meat Processing, Poultry Processing","307","pounds","Pennsylvania"
"2014-11-19","2015-03-24","081-2014","California Firm Recalls Sausage Products Due To Misbranding and Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-sausage-products-due-misbranding-and-undeclared-allergen","Misbranding, Unreported Allergens","Closed","High","","","","","","","","0","pounds","California, Pennsylvania, Texas"
"2014-11-22","2016-07-05","082-2014","Minnesota Firm Recalls Ground Beef Products Due To Possible E. Coli O157:H7 Contamination","https://www.fsis.usda.gov/recalls-alerts/minnesota-firm-recalls-ground-beef-products-due-possible-e.-coli-o157h7","Product Contamination","Closed","High","M40264+P40264+V40264","ranchers-us-op-llc","Rancher's US OP LLC","4301 White Bear Parkway   Vadnais Heights, MN 55110","(651) 366-6560","2021-01-07","Meat Processing, Poultry Processing, Voluntary Processing - Meat","514","pounds",""
"2014-12-04","2015-02-18","083-2014","Nebraska Firm Recalls Pork Belly Product Produced Without Import Inspection","https://www.fsis.usda.gov/recalls-alerts/nebraska-firm-recalls-pork-belly-product-produced-without-import-inspection","Produced Without Benefit of Inspection","Closed","High","","","","","","","","531","pounds","Georgia, Illinois, Washington"
"2014-12-10","2015-03-24","084-2014","Washington Firm Recalls Chef Salads with Ham and Turkey Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/washington-firm-recalls-chef-salads-ham-and-turkey-due-misbranding-and-undeclared","Misbranding, Unreported Allergens","Closed","Low","","","","","","","","34","pounds","Oregon, Washington"
"2014-12-19","2015-03-24","085-2014","Recall Notification Report 085-2014 (Spicy Sausage Pasta)","https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-085-2014-spicy-sausage-pasta","Misbranding","Closed","Low","M8132+P8132","katadyn-north-america-foods-llc","Katadyn North America Foods, LLC.","130 Cyber Ct.   Rocklin, CA 95765","(916) 624-6050","2019-10-10","Meat Processing, Poultry Processing","958","pounds",""
"2014-12-22","2015-03-24","087-2014","Canadian Firm Recalls Pork Products Produced Without Benefit of Inspection","https://www.fsis.usda.gov/recalls-alerts/canadian-firm-recalls-pork-products-produced-without-benefit-inspection","Produced Without Benefit of Inspection","Closed","High","","","","","","","","15236","pounds","Arizona"
"2014-12-22","2015-10-26","086-2014","Recall Notification Report 086-2014 (Hickory Smoked Sliced Bacon)","https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-086-2014-hickory-smoked-sliced-bacon","Misbranding","Closed","Low","","","","","","","","21700","pounds","Florida, Georgia"
"2014-12-23","2015-02-06","088-2014","Recall Notification Report 088-2014 (DaBecca Sliced Uncured Apple Smoked Bacon)","https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-088-2014-dabecca-sliced-uncured-apple-smoked-bacon","Misbranding","Closed","Low","M34173+P34173","dabecca-natural-foods","DaBecca Natural Foods","700 E. 107th. Street   Chicago, IL 60628","(773) 291-1127","2017-05-20","Meat Processing, Poultry Processing","2595","pounds","California, Texas"
"2014-12-27","2015-03-23","089-2014","Texas Firm Recalls Pork Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-pork-products-due-misbranding-and-undeclared-allergens-0","Misbranding, Unreported Allergens","Closed","High","M13205A+P13205A","nuevo-garcia-foods-llc","Nuevo Garcia Foods, LLC","1802 Jackson-Keller RD   San Antonio, TX 78231","(210) 349-6262","2020-09-25","Meat Processing, Poultry Processing","48396","pounds","Texas"
"2014-12-27","2015-03-24","090-2014","Texas Firm Recalls Pork Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-pork-products-due-misbranding-and-undeclared-allergens","Misbranding, Unreported Allergens","Closed","High","M7231+P7231","heb-meat-plant","HEB Meat Plant","4710 N. Pan Am Expressway   San Antonio, TX 78218","(210) 938-4646","2020-09-01","Meat Processing, Poultry Processing","23355","pounds","Texas"
"2014-12-27","2017-06-13","091-2014","Texas Firm Recalls Chicken and Beef Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-chicken-and-beef-products-due-misbranding-and-undeclared-0","Misbranding, Unreported Allergens","Closed","High","","","","","","","","27924","pounds","Texas"
"2015-01-02","2016-06-08","001-2015","Texas Firm Recalls Lamb Products Imported Without Benefit of Inspection","https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-lamb-products-imported-without-benefit-inspection","","Closed","High","","","","","","","","28994","pounds","Texas"
"2015-01-07","2016-06-08","002-2015","California Firm Recalls Boneless Beef Products Imported Without Benefit of Inspection","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-boneless-beef-products-imported-without-benefit-inspection","","Closed","High","","","","","","","","0","pounds",""
"2015-01-07","2016-06-08","003-2015","Pennsylvania Firm Recalls Chili Product Due To Misbranding and an Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-recalls-chili-product-due-misbranding-and-undeclared-allergen","Misbranding","Closed","High","M40211+P40211","fresh-food-manufacturing-company","Fresh Food Manufacturing Company","2500 Lovi Road   Freedom, PA 15042","(412) 963-6200","2014-07-30","Meat Processing, Poultry Processing","4339"," pounds","Maryland, Ohio, Pennsylvania, Virginia, West Virginia"
"2015-01-08","2016-06-08","004-2015","California Firm Recalls Beef and Pork Products  Due to Foreign Matter Contamination","https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-beef-and-pork-products-due-foreign-matter-contamination","Product Contamination","Closed","High","M1163+P1163+V1163","unibright-foods-inc","Unibright Foods, Inc.","7101 Scout Avenue   Bell Gardens, CA 90201","(310) 806-3221","2013-06-17","Certification - Export, Meat Processing, Poultry Processing","16398","pounds","Arizona, California, Colorado, Hawaii, Illinois, New Jersey, New York"
"2015-01-08","2016-06-08","005-2015","Pennsylvania Firm Recalls Beef Products Due to Misbranding and an Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-recalls-beef-products-due-misbranding-and-undeclared-allergen","Unreported Allergens, Mislabeling","Closed","High","M669+P669","daniel-weaver-co-inc","The Daniel Weaver Co., Inc.","1415 Weavertown Road   Lebanon, PA 17046","(717) 274-6100","2016-09-19","Meat Processing, Poultry Processing","4224","pounds","New Jersey"
"2015-01-09","2016-06-08","006-2015","New York Firm Recalls Pork Sausage Products Due to Misbranding and an Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-pork-sausage-products-due-misbranding-and-undeclared-allergen","","Closed","High","M18894","timberline-meats-llc","Timberline Meats, LLC","4342 John Green Rd   Dundee, NY 14837","(607) 243-5581","2021-10-22","Meat Processing, Meat Slaughter","980","pounds","New York"
"2015-01-12","2016-06-08","007-2015","New York Firm Recalls Beef Product Due to Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-beef-product-due-misbranding-and-undeclared-allergens","","Closed","High","","","","","","","","340","pounds",""
"2015-01-14","2016-06-08","008-2015","Massachusetts Firm Recalls Ground Beef Products Due To Possible Foreign Matter Contamination","https://www.fsis.usda.gov/recalls-alerts/massachusetts-firm-recalls-ground-beef-products-due-possible-foreign-matter","","Closed","Low","","","","","","","","0","pounds","Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Virginia"
"2015-01-14","2016-06-08","009-2015","Iowa Firm Recalls Beef Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/iowa-firm-recalls-beef-products-due-misbranding-and-undeclared-allergens","","Closed","High","","","","","","","","654","pounds",""
"2015-01-16","2016-06-08","010-2015","Georgia Firm Recalls Pork Products Due To Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/georgia-firm-recalls-pork-products-due-misbranding-and-undeclared-allergens","","Closed","High","","","","","","","","0","pounds","Georgia"
"2015-01-16","2016-06-08","011-2015","New York Firm Recalls Chorizo Products Due to Misbranding and an Undeclared Allergen","https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-chorizo-products-due-misbranding-and-undeclared-allergen","","Closed","High","","","","","","","","176","pounds","Connecticut, New Jersey, New York"
"2015-01-16","2016-06-08","012-2015","Georgia Firm Recalls Beef and Chicken Products Due to Misbranding and Undeclared Allergens","https://www.fsis.usda.gov/recalls-alerts/georgia-firm-recalls-beef-and-chicken-products-due-misbranding-and-undeclared","","Closed","High","","","","","","","","9916","pounds","Florida, Georgia, Maryland, New York, Oklahoma, Texas"
"2015-01-17","2016-06-08","014-2015","Illinois Firm Recalls Chicken Products Produced Without Adequate Ready-To-Eat HACCP Plan and a Listeria Monocytogenes Program","https://www.fsis.usda.gov/recalls-alerts/illinois-firm-recalls-chicken-products-produced-without-adequate-ready-eat-haccp","","Closed","High","","","","","","","","4043","pounds",""
